15																																																																																																																																																																																																							
200																																																																																																																																																																																																							
5																																																																																																																																																																																																							
84	86	91	86	89	86	99	98	89	82	87	84	87	82	99	96	94	92	100	90	92	93	88	82	86	89	83	81	99	86	100	89	81	97	89	98	93	90	85	98	100	99	93	97	82	89	93	92	98	83	87	96	91	89	92	98	89	99	97	85	95	87	81	99	97	99	83	98	98	81	94	81	94	83	94	100	86	81	89	83	100	95	89	94	84	89	83	86	82	86	99	85	88	82	85	96	83	84	87	85	99	97	91	85	82	94	87	97	92	89	100	82	92	96	98	87	86	96	91	88	86	87	85	96	88	89	83	88	93	83	97	84	96	91	82	97	84	94	88	83	82	95	98	83	81	100	97	83	92	91	93	90	91	90	83	82	100	85	98	91	84	99	98	87	90	97	84	96	81	93	85	89	88	96	81	86	94	84	99	80	87	97	97	96	92	85	84	96	80	94	99	99	87	87	87	96	89	87	100	88
2141200	2158091	2223692	1686024	1666265	1479901	1459359	1891834	1374042	1843254	1578148	2210475	1396759	1562645	1552478																																																																																																																																																																																									
41036.63559	38040.4513	40460.5623	66663.91277	29712.81017	51641.70292	14060.13032	34310.36179	32255.5663	48235.37621	50965.34598	61602.25617	35150.2289	65505.33524	80832.03358																																																																																																																																																																																									
80832.03358	29386.4834	73598.37806	13554.35215	32299.14654	41473.69855	14614.62715	7190.87015	20162.04525	13914.06209	36774.00031	72607.72438	91713.52596	2160.39194	94084.57648																																																																																																																																																																																									
40460.5623	66663.91277	29712.81017	51641.70292	14060.13032	34310.36179	32255.5663	48235.37621	50965.34598	61602.25617	35150.2289	65505.33524	80832.03358	29386.4834	73598.37806																																																																																																																																																																																									
53261.5886	26584.5814	82862.28228	82156.4424	66206.99284	11145.63797	92504.63973	73489.44806	41036.63559	38040.4513	40460.5623	66663.91277	29712.81017	51641.70292	14060.13032																																																																																																																																																																																									
73542.70025	6380.1631	53261.5886	26584.5814	82862.28228	82156.4424	66206.99284	11145.63797	92504.63973	73489.44806	41036.63559	38040.4513	40460.5623	66663.91277	29712.81017																																																																																																																																																																																									
																																																																																																																																																																																																							
49587.26026	35626.2732	87601.36398	73038.7397	101859.8532	27263.55009	63098.62643	87150.57537	57574.5922	28180.78416	46163.28225	24319.76401	56082.15363	54129.09675	44267.29865	14765.41936	33038.36769	41624.78336	92898.85059	46265.80755	99103.24973	91912.7798	72919.36972	65739.65318	60187.64446	80741.59946	41468.55894	66079.73353	57811.83448	43724.3833	81240.16931	76015.70429	50665.72425	27348.24994	11054.17019	34385.10606	90728.66719	62629.93843	36149.02217	84845.88544	48246.48551	75868.22178	67532.80231	79808.87253	54086.08616	45541.56871	96716.55549	808.99623	77327.56684	33447.01508	57526.16922	4518.17951	64043.42857	21552.18564	35654.71082	79420.80669	51540.20306	40889.32548	39959.76891	54268.57958	74569.0462	66064.15122	43427.87605	36780.68182	64224.55169	39867.54003	49172.89514	83837.07893	53241.44364	38214.99763	33274.07612	22410.17864	64713.51341	7200.11358	85409.45819	61872.62766	58213.06895	25802.69464	81442.80047	37148.16784	79300.74452	58789.36163	47147.47109	17190.2418	37455.47525	47186.82581	71132.72852	51421.31723	36651.72285	84049.72681	84288.84822	76061.9614	42180.18351	17549.37953	65792.2357	28914.42092	16047.91114	56438.66312	4938.3449	84662.6787	95661.29688	48136.42527	82180.39565	31850.32482	60734.20366	58023.21731	40251.80315	83949.89216	32009.33489	65803.2968	58459.80588	29837.78443	26330.2038	29338.13215	94043.21017	77003.52826	86916.84145	39726.59976	39902.51222	38968.3113	36570.958	6256.31808	35168.28	32895.92813	50007.74822	45245.55853	56972.61451	15058.18387	41855.29386	7494.40467	70203.59071	3627.15763	67471.63899	26954.19875	34429.24015	36921.0924	55434.47866	28253.83959	87845.43698	71071.73576	38399.95666	38378.82525	19220.32761	81296.92178	48062.94938	62112.57048	62991.82278	13534.53108	29478.39522	90937.53451	10931.55954	59142.09179	39471.5528	66425.39478	19616.50454	50825.68901	95211.15608	56985.84391	15212.24952	64809.86406	52326.77908	38558.27665	99618.92898	80423.98111	38229.49374	38391.08184	68532.54517	65206.80341	54306.02235	42081.82036	47138.39944	41507.31472	20204.12284	32439.72601	36850.78344	39921.5307	60473.02046	69438.93337	77061.98666	58547.30336	42496.89495	59598.18854	42058.66056	74417.71759	61244.296	75639.16015	22195.89767	62569.02829	73542.70025	40674.99726	51016.83226	31830.33166	50809.11627	99426.24055	38393.92034	80358.09163	61504.75885	85395.8113	85154.21686	33945.86327
33146.75355	112727.3712	5851.1396	55944.8563	38060.42039	90239.78762	63070.00832	22776.08862	66280.41813	54987.86	43844.51016	78180.83159	72734.73308	23008.89705	58872.84195	112055.3311	66338.88217	99367.52542	43673.90963	64285.32321	33657.33945	1565.20337	17762.41953	43604.70359	47878.68296	38574.53501	93671.26738	53256.94013	101301.0445	63304.0055	32150.50145	30637.44862	90061.09065	122651.9818	83846.63506	114239.9659	44272.71804	39478.37766	53200.73066	57617.9377	92013.81383	27611.49591	95965.90425	39193.52715	89226.65617	47727.12055	17887.50726	90877.40331	19566.00633	80487.71272	47035.67713	96407.05469	66539.45245	86496.78298	81162.53554	25478.56053	98863.61738	115471.9693	110534.6643	43681.90577	71715.0428	42083.65789	64671.84404	112585.5549	43944.46658	101813.3445	45946.44196	50639.04245	42649.99401	70584.27978	65352.46098	70114.21531	28628.63627	78450.71845	45377.64751	40578.0717	53888.20714	54195.93107	28787.88007	77707.64976	35501.35224	80651.81281	84479.2904	94912.65435	59093.13969	99966.87212	40711.91138	56247.88677	38211.09378	42443.39563	15390.47821	30846.6378	68304.63797	74098.71567	36955.32309	79834.31847	59144.57668	92189.35238	88880.0298	37074.15387	38205.925	43373.59146	46074.3217	75077.77496	20830.4131	47326.37933	82892.14592	39929.71733	77905.66712	16728.84101	100530.5957	78647.38558	73197.26808	66598.02428	56927.78571	45032.61637	3776.84201	76939.63978	98285.39137	43740.77302	73211.38872	86140.32573	56373.52785	75192.1719	58262.96184	43581.76909	55318.3141	82857.53484	67661.4294	77357.00989	55683.38036	80595.37597	124289.2393	99569.73939	80762.9234	73629.75682	47366.92856	79925.64148	23381.6136	19504.66554	83775.35219	88307.23102	102489.3172	10912.61793	62291.24198	92100.63779	49477.95572	97647.61962	103137.4233	38574.74898	109964.5182	31202.58228	96981.79329	74490.05718	78962.51513	62434.47377	27190.00261	19641.92109	102375.3045	54617.11425	44328.8425	114707.3504	27010.71749	37250.07533	52721.72249	127292.6414	35310.4457	70736.92098	37677.31861	71569.63594	57367.16763	83712.07639	78416.05519	56427.46742	53332.06556	98256.39037	34220.4672	24415.09235	10102.8471	50870.11529	79065.6284	113567.6349	89354.11884	23741.32673	105670.0012	48171.18135	53594.89894	82233.69503	6380.1631	90979.64867	81139.69063	72956.11214	86984.07568	28571.43319	56036.6182	7199.09357	26198.7904	21444.66371	32788.23772	61204.58904
