10																																																																																																																																																						
150																																																																																																																																																						
5																																																																																																																																																						
0.8																																																																																																																																																						
733	349	279	164	159	112	103	101	99	94	79	74	74	73	64	64	63	62	61	58	52	52	51	50	49	47	47	45	44	44	43	41	40	40	40	40	39	38	37	37	37	37	37	36	36	34	34	33	31	30	29	29	29	28	28	27	27	27	27	27	26	26	24	24	23	23	23	23	23	22	22	21	21	20	20	20	20	20	20	19	19	19	19	19	19	19	19	19	19	18	18	18	18	18	18	18	18	17	17	17	17	17	17	17	16	16	16	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	12	12	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000																																																																																																																																													
0	3952.990083	1154.672909	2285.211657	3422.322881	2037.742336	4110.211347	3887.10155	1513.099203	1171.174869																																																																																																																																													
2037.742336	1934.71967	945.034375	898.868974	1384.693377	0	2165.978042	2304.17816	1800.654585	1119.071617																																																																																																																																													
3936.37479	16.655065	2793.348872	2206.226398	607.329891	1918.318024	502.872292	1495.40795	3539.435936	3006.422398																																																																																																																																													
3887.10155	1499.927635	2796.542147	3026.486999	1782.355963	2304.17816	1081.469159	0	4099.863953	3355.882874																																																																																																																																													
1171.174869	3022.399916	781.629799	1117.727057	2433.758217	1119.071617	3282.935497	3355.882874	817.654513	0																																																																																																																																													
0	3952.990083	1154.672909	2285.211657	124.730592	3444.592879	3906.496823	2206.817337	2547.364964	785.460899	4106.691266	1040.480028	4138.214333	1344.148012	770.513278	2432.936119	1536.741651	273.756743	1190.27357	305.924028	3054.198209	1223.832017	2614.444509	3873.827155	327.916785	856.811936	2255.281369	3930.793586	3596.014354	3409.456709	2135.46084	1863.22423	654.793356	3946.504607	2915.543675	1762.615157	3955.859174	473.425778	1203.278457	4027.842203	3422.322881	4119.220109	1974.985635	1849.270181	1642.690016	2628.447218	1754.127904	1411.445958	2037.742336	3925.220224	2241.547191	3919.798587	510.822486	916.917855	813.991082	1614.34853	476.710391	1629.326457	2604.17124	2573.290368	678.539627	20.171921	949.889877	3875.666628	1048.307809	1641.285763	3947.83247	4036.526643	1387.278026	11.052092	462.126765	1748.431797	723.619829	3453.712641	2190.91382	1920.13493	1911.207852	2188.836809	412.210374	638.742948	3420.836628	1304.955843	4110.211347	1072.746796	942.154992	2586.773312	488.996695	1436.966515	463.265438	1987.821336	3593.590724	1689.439067	3504.798001	3936.37479	1647.932992	1003.161617	2219.176354	3887.10155	31.68705	3859.124939	3938.467148	1330.504383	335.440132	4021.658314	677.926004	3464.410523	1513.099203	749.057746	3857.37434	3584.658307	3175.860279	1721.146905	3438.879065	1745.415711	456.943879	2753.580871	2508.077526	3906.730806	1016.730038	246.442831	4016.213149	251.275442	3930.122442	3582.531833	3439.738228	876.156141	3900.887626	3888.368681	1296.527653	1171.174869	1713.879049	1468.661108	3947.95715	4113.799926	199.075447	3900.544749	1713.74061	1270.550052	4133.366579	32.484037	2636.157793	1778.653296	450.983776	320.360777	1777.792957	3927.553987	3922.162004	1886.04744	2274.491251	3860.118853	
3952.990083	0	2810.00137	2219.996701	3857.634852	588.974701	186.478436	2009.308048	1947.078371	3192.068638	471.408802	2918.682022	545.689277	3464.01127	3188.763668	1985.417181	2592.683991	3737.269307	2807.906821	4183.651153	1143.708733	2872.523799	1355.930611	1537.801604	3705.516371	3418.906586	1957.639924	1321.243715	372.279845	731.342537	1910.969799	2711.311856	3303.074736	42.401109	1084.110063	2194.108006	322.124561	3819.080446	3121.323402	566.534072	621.208212	532.12803	2053.175954	2117.735176	2455.764429	1327.94749	3771.996002	2561.245757	1934.71967	63.905866	1978.163111	58.144873	3444.25347	3058.18276	3146.331506	3472.528821	3541.847695	2467.898614	1364.317188	2131.957836	3602.286455	3933.26835	3065.120087	94.978852	2952.605692	3465.62549	149.082729	502.136397	2909.102869	3942.592722	3798.566567	3760.196474	3493.879141	576.438479	2006.249876	2588.789396	2050.228605	2019.877897	3643.823864	3315.011941	605.296371	2695.19437	499.299144	3348.586991	3011.880946	1526.063597	3796.261762	2982.625442	3681.802469	2289.187383	370.142363	2861.617286	1510.108911	16.655065	2319.741713	2991.451346	1989.5499	1499.927635	3956.806121	616.667831	59.530939	3107.89901	3698.898218	458.037009	3577.349237	1072.970334	3554.171372	3455.298965	103.148202	376.638254	936.047264	2622.633307	611.530259	2384.802723	3772.350445	1945.316371	1520.512347	208.00471	3127.825816	4154.426799	74.289913	4119.234893	55.403417	383.118666	604.32845	3085.253852	141.197292	73.979546	2903.97703	3022.399916	3762.665842	3218.988724	34.601253	409.073226	4060.035205	60.117609	2288.590476	2704.66702	616.892809	3932.767315	1334.006706	2180.102973	3792.143662	3763.561433	2178.707189	1330.340701	75.328601	2690.592213	2245.866662	112.391472	
1154.672909	2810.00137	0	1509.928147	1072.814196	2325.694492	2774.811247	1286.348068	1685.855528	382.500795	2952.029548	262.762035	2983.686442	1388.530812	444.458936	1566.802086	775.252871	975.928069	137.728367	1373.658007	1998.176663	635.241791	1462.485447	2788.24632	959.182603	948.134224	1321.735716	2819.656273	2448.350728	2312.290788	1107.889043	1324.199608	499.945705	2805.782741	1804.923624	654.772893	2802.160753	1149.643625	942.800091	2873.791656	2306.195502	2964.656902	953.297127	695.903271	569.26388	1482.135657	1912.53945	416.875178	945.034375	2785.436586	1315.239781	2779.458768	663.078463	402.429265	340.682751	1613.741375	733.625453	557.787406	1452.608397	1796.90221	1027.819674	1134.58224	503.794273	2735.846556	435.064338	1631.040081	2798.426647	2881.936815	927.253145	1143.89788	1123.82859	1901.189978	932.453363	2333.83309	1261.940021	1303.526486	760.453952	1267.87002	837.282747	520.112372	2301.283228	196.687374	2955.548758	1057.306193	228.326607	1547.06166	1133.257247	1062.475078	995.532467	1173.808066	2446.67598	1241.475251	2418.804886	2793.348872	493.823997	207.406281	1291.144334	2796.542147	1154.946882	2706.002364	2798.666243	1066.726104	954.152535	2866.985898	999.232209	2328.890885	1589.163301	904.217071	2716.638165	2438.19809	2022.14921	1081.9598	2323.420428	890.120959	1094.047017	1918.804846	1431.956973	2776.680069	727.959788	1345.194318	2871.246123	1309.242747	2789.918478	2435.218448	2323.039993	371.762749	2765.782311	2747.422442	798.080969	781.629799	1877.104875	1301.390861	2803.277293	2959.512544	1250.21978	2759.206383	705.191879	123.560231	2979.590035	1131.663992	1484.312643	676.268089	1112.336901	955.545036	668.297898	2817.384781	2783.043626	1335.481652	1511.324492	2720.815661	
2285.211657	2219.996701	1509.928147	0	2162.631872	1631.413981	2090.337754	360.496206	303.561055	1780.91211	2581.1924	1395.060323	2643.348983	1322.160257	1600.26847	234.966785	779.111388	2014.217871	1618.407921	2584.119415	1079.807964	1072.242304	1407.484063	3040.346852	1963.492065	1491.183836	379.654875	2948.748339	1978.630619	1500.673336	664.126985	527.214045	1793.007622	2193.421308	1208.960167	1042.506788	2390.494535	1954.368783	1127.19416	2579.846912	1598.912175	2623.552771	708.922731	1278.850988	1699.242995	1325.87288	1556.524525	1093.602838	898.868974	2167.12137	364.391709	2167.315211	1831.585878	1440.266483	1694.998319	1272.471282	2071.332427	1699.834788	1394.629546	294.579046	1699.340534	2270.10723	1363.080283	2125.393358	1292.405164	1262.018997	2291.912301	2550.379922	913.831166	2277.982774	1943.689182	1545.026982	1610.213998	1644.063482	386.869509	416.662068	1234.311493	368.467225	2169.637106	1773.553298	1616.334263	1573.23878	2599.193892	1332.36385	1560.017704	745.829701	1929.413824	913.567521	1865.255848	336.207117	1967.005195	708.501201	2739.696563	2206.226398	1322.821229	1703.131553	374.929403	3026.486999	2303.960983	2473.703981	2178.559446	1045.992611	1955.806919	2515.238905	1683.854602	2400.541064	1368.151139	1575.164304	2117.999186	1954.268081	1931.471348	569.034025	1608.49068	620.143459	1926.808356	471.221528	852.988818	2079.863795	1270.105035	2530.081481	2294.252652	2522.054122	2174.917368	1963.340235	1615.688682	1508.601687	2109.431313	2146.035525	989.5571	1117.727057	1549.900957	1070.941059	2232.945835	2550.296007	2460.720824	2159.890097	848.74927	1500.85674	2680.725062	2280.116517	1415.150215	1018.39946	1944.141365	2258.373246	1041.423178	2951.925882	2158.899214	502.898103	26.206964	2107.853581	
3422.322881	621.208212	2306.195502	1598.912175	3319.960888	33.388148	507.417466	1394.932828	1328.910406	2687.167063	1012.48743	2381.846677	1081.505277	2851.122484	2652.07382	1364.45758	2001.741746	3192.055248	2324.985426	3670.871497	526.019112	2293.17751	934.632316	1811.989251	3156.294601	2834.487943	1342.584521	1638.160435	443.97601	157.203164	1323.411724	2091.673965	2784.238554	595.888432	506.950922	1662.900842	821.729002	3250.675483	2523.405433	1045.085622	0	1062.983828	1474.220152	1637.381211	2036.131522	870.539298	3151.023133	2013.16903	1384.693377	569.824877	1362.915079	569.374777	2911.518478	2511.88172	2632.09373	2852.958851	3038.469676	2046.813807	938.039174	1520.312038	3024.427812	3403.08135	2505.910602	526.836137	2395.717821	2845.686127	700.021056	1000.628428	2307.606758	3412.318977	3231.520201	3139.248331	2917.294213	46.214689	1393.573054	1969.326555	1564.349511	1406.363617	3142.869554	2790.922424	32.349256	2217.714945	1034.571116	2750.862869	2491.603268	914.08551	3227.161027	2374.446899	3119.308293	1675.307661	428.206129	2244.745865	1654.202503	607.329891	1832.635379	2500.27064	1375.454762	1782.355963	3429.059925	991.647702	581.694424	2501.86478	3149.355066	959.912155	3000.592295	1198.026855	2936.257138	2878.592524	519.087963	415.867767	818.567468	2010.888754	17.994912	1789.05209	3206.478428	1342.867126	931.932791	501.803659	2547.788804	3636.125065	695.422456	3605.651676	577.375795	431.449992	17.949544	2546.731207	517.882695	547.229671	2311.445081	2433.758217	3141.94472	2604.336457	634.210048	970.745132	3544.819996	561.090717	1722.995657	2211.905986	1133.085604	3404.567194	914.99413	1645.399899	3226.164077	3259.90933	1648.068255	1645.048105	562.199703	2070.693333	1624.810812	509.276055	
2037.742336	1934.71967	945.034375	898.868974	1935.435388	1407.345179	1873.887684	547.304996	921.505625	1317.591655	2156.590227	997.284356	2201.6101	1657.624811	1267.393885	821.485643	715.741928	1808.959582	992.228373	2290.411407	1053.874364	953.18481	692.645069	2309.632304	1774.688032	1500.438695	549.302938	2266.521463	1594.913472	1375.776706	247.318864	1088.130046	1404.272103	1924.114004	877.822074	290.471311	1985.301933	1885.065322	1244.145981	2106.791763	1384.693377	2181.566586	214.537136	413.038106	876.61925	660.449908	2086.242427	629.474355	0	1901.476108	556.301532	1896.969028	1526.992949	1128.397235	1255.899694	1756.398384	1666.397537	881.185981	679.245004	1109.735174	1674.300881	2018.547157	1130.421693	1852.319831	1018.086118	1759.678123	1948.281154	2099.569344	1058.288752	2027.773483	1864.250194	2073.584442	1565.248603	1416.667821	518.706668	986.991284	352.507911	535.397301	1771.69921	1408.636887	1383.765778	900.689992	2165.978042	1463.688294	1112.709622	613.992583	1862.471589	1167.942607	1747.082997	663.69024	1589.881529	1152.767399	1971.351795	1918.318024	537.069265	1148.993875	538.119199	2304.17816	2044.792545	1958.790634	1914.661589	1270.776307	1767.887767	2075.857598	1648.488316	1719.280703	1800.654585	1526.968869	1835.663129	1579.588708	1300.96387	881.661202	1401.189562	556.200912	1837.846382	1147.444814	486.977955	1872.976899	1205.906965	2253.76209	2001.798771	2225.03701	1907.003196	1580.391664	1402.155259	1162.039293	1871.343949	1866.781061	1015.801178	1119.071617	2063.987005	1444.533832	1933.469908	2149.583787	2163.720121	1879.550794	361.638808	869.428153	2214.589914	2020.254109	710.113299	268.836688	1857.645446	1886.007869	277.480695	2267.39723	1897.443209	1080.13968	915.517371	1836.086118	
4110.211347	499.299144	2955.548758	2599.193892	4025.770383	1001.339696	685.777003	2345.709661	2347.588673	3329.633393	28.802252	3102.277399	47.767538	3777.024719	3366.521188	2368.994145	2864.846538	3917.697019	2929.737549	4314.21861	1553.935308	3119.160964	1505.871282	1122.319434	3892.159178	3666.097344	2297.227798	892.354652	620.565644	1172.953933	2194.74578	3060.686468	3455.482723	541.460403	1401.964144	2391.946605	212.864922	4033.688341	3398.940144	124.606604	1034.571116	32.97465	2318.967245	2262.666668	2524.37691	1511.562446	4127.571081	2768.518467	2165.978042	562.217435	2317.967302	554.387188	3612.071371	3251.540436	3296.230163	3815.570981	3670.638876	2537.420887	1517.363374	2548.378189	3835.464724	4090.113163	3276.729154	575.816162	3162.998501	3811.468028	360.836141	77.93547	3197.422326	4099.425454	4011.217275	4115.389562	3726.25325	988.652373	2337.68949	2938.228534	2204.249994	2353.457398	3767.859618	3473.866779	1009.656992	2814.448072	0	3623.001344	3172.233632	1868.38266	4012.284289	3286.341411	3888.71972	2619.025744	632.370456	3195.114813	1187.896662	502.872292	2462.845799	3117.630719	2325.486114	1081.469159	4110.044164	293.078223	558.823107	3404.538134	3886.101418	90.151539	3808.936391	832.939545	3886.875654	3688.395485	567.625404	645.169586	939.755313	2940.979885	1030.65119	2670.186093	3983.437144	2376.529227	1821.805677	707.267167	3371.360504	4292.516991	447.510146	4251.698881	554.048775	635.853873	1020.838642	3267.512427	639.657946	553.513436	3173.73112	3282.935497	4114.514761	3540.325294	467.898217	99.761661	4195.407991	543.120811	2527.612767	2840.560751	119.281317	4086.947979	1484.853899	2382.669031	4003.156053	3888.871126	2376.464734	902.241865	573.788627	3041.992779	2625.394069	589.06109	
3887.10155	1499.927635	2796.542147	3026.486999	3832.050797	1756.583835	1667.28537	2694.09035	2854.506018	3117.423664	1107.517293	3013.29428	1054.128221	3944.990673	3240.836294	2830.03607	3003.290591	3758.368046	2721.372051	4021.150842	2186.131799	3173.315547	1638.880973	41.965781	3748.57846	3678.647684	2659.153736	190.760735	1365.262152	1939.308358	2443.517742	3371.453956	3265.80949	1539.545754	1884.084076	2420.474561	1184.724774	3945.941924	3503.925432	968.510658	1782.355963	1054.309978	2508.997702	2197.030142	2251.459346	1708.060977	4390.239615	2768.162237	2304.17816	1550.63435	2677.816995	1540.011119	3444.937914	3170.975633	3114.169032	4060.070833	3412.737864	2264.578407	1652.478719	3080.72661	3803.54154	3867.326397	3235.71385	1539.562603	3129.222453	4063.7284	1352.956224	1036.138588	3344.253089	3876.072068	3920.240055	4377.579833	3699.578271	1747.210217	2675.360741	3259.001502	2168.696434	2694.215803	3492.876355	3297.10809	1750.151986	2613.467073	1081.469159	3704.205946	3024.545207	2299.230849	3929.112091	3463.966721	3791.94429	2920.66682	1381.747382	3454.698405	382.447618	1495.40795	2360.750759	2899.570436	2675.267337	0	3878.078939	883.305354	1553.392151	3555.792077	3744.183409	1073.101439	3774.956626	632.237799	4099.863953	3665.988148	1520.634405	1391.560053	1105.802168	3183.341083	1788.768478	2860.357892	3890.487178	2965.311762	2173.609828	1688.978097	3396.89489	4017.035933	1476.354689	3966.083381	1544.64695	1373.484351	1777.323253	3160.401136	1618.132285	1522.939643	3277.781497	3355.882874	4367.490884	3744.469092	1465.392952	1177.265109	3919.218829	1518.557434	2628.620401	2673.006348	978.709554	3858.413967	1627.014606	2423.005299	3908.846093	3608.78599	2407.174917	180.662898	1560.973071	3359.472308	3051.16378	1545.097465	
