10																																																		
49																																																		
5																																																		
0.8																																																		
297	179	169	129	118	114	108	92	77	66	64	61	60	55	51	48	48	48	47	43	42	40	36	36	34	32	32	31	28	27	25	24	23	17	17	15	15	12	12	11	10	10	7	6	6	6	6	5	4		
173700	152700	108900	108600	57600	88800	99000	144900	116700	118500																																									
0	3995.812398	2352.220627	3498.706888	3793.613849	2732.042894	3290.103795	3769.900764	949.495285	1434.774482																																									
2352.220627	2530.416921	0	1291.375142	2186.214591	1285.033545	1716.68637	1878.076351	2845.658718	1234.876665																																									
3793.613849	369.671396	2186.214591	1280.223986	0	1086.905896	519.712514	519.035074	3721.126414	2373.990431																																									
3169.402272	1059.437562	1471.124017	861.619428	725.105891	449.289236	257.364318	610.639526	3227.729814	1734.667001																																									
1434.774482	2604.147541	1234.876665	2132.648135	2373.990431	1299.821306	1862.961052	2336.001489	1659.77744	0																																									
0	3995.812398	2352.220627	3498.706888	3793.613849	2732.042894	3290.103795	3123.320287	3970.631175	3769.900764	3345.183602	3816.594345	4226.622466	3028.022723	2534.357317	2728.296079	3058.323041	949.495285	3857.850447	2443.086136	2907.553662	3239.799907	3169.402272	1011.845717	3641.520088	1434.774482	4104.830338	2148.185838	718.568147	2382.746529	2900.57968	2226.695366	2621.097017	3440.976779	851.973856	2127.726414	1410.529904	4287.22119	162.684958	4164.090325	711.714145	4206.056608	1179.559152	1869.815499	3935.418297	1915.73382	3816.534574	4065.093156	1449.56558		
3995.812398	0	2530.416921	1646.139156	369.671396	1361.259917	822.406322	878.480567	283.236818	868.095869	1354.82046	650.775207	230.915392	1080.33753	1613.925697	1269.327992	1326.499555	3836.382298	469.512494	1565.922262	2051.799869	1586.360294	1059.437562	3466.03237	1140.081767	2604.147541	135.828506	2189.063101	3897.69073	1635.264641	1843.325253	1879.355132	1830.921317	817.099572	3144.740731	1904.310673	2859.528147	376.774157	3833.212092	192.777734	3406.357723	217.15765	3025.66663	2137.648174	415.817777	2167.949475	498.135029	203.684063	2556.079552		
2352.220627	2530.416921	0	1291.375142	2186.214591	1285.033545	1716.68637	1810.151546	2350.416493	1878.076351	1312.665127	2030.615769	2726.36376	1489.126537	1050.548326	1602.191902	1209.315611	2845.658718	2162.260816	1677.976009	635.589925	1112.039283	1471.124017	1397.320874	1638.481029	1234.876665	2575.203671	574.321901	2737.103058	1306.881937	750.557001	988.95193	704.895406	1725.710586	1728.348952	1172.632508	970.058023	2905.508753	2229.461015	2722.447964	2200.25705	2675.385397	2189.088941	1580.402827	2249.404147	1852.952708	2118.059916	2697.129845	1361.462446		
