12																																																																																								
88																																																																																								
5																																																																																								
0.2																																																																																								
733	349	279	164	159	112	103	101	99	94	79	74	74	73	64	64	63	62	61	58	52	52	51	50	49	47	47	45	45	44	44	43	41	40	40	40	40	39	38	37	37	37	37	37	36	36	34	34	33	31	28	22	21	21	20	20	20	20	19	18	17	16	14	13	13	13	12	11	11	11	10	9	6	6	6	6	5	5	4	4	4	4	3	3	3	3	2	1	
189600	244500	78700	58000	78800	77100	62900	55700	40900	59200	177400	54600																																																																													
3952.531205	0	2809.542896	2220.477262	2009.766735	588.93532	3464.174301	2593.184878	3303.197561	1320.795575	532.269773	2117.689999																																																																													
2284.658831	2220.477262	1509.435758	0	361.009127	1631.938335	1322.07632	778.935565	1792.986346	2948.878396	2624.326405	1279.448426																																																																													
1343.393592	3464.174301	1388.014328	1322.07632	1455.892346	2881.623179	0	943.539407	1239.286322	3918.885868	3796.859754	1771.082012																																																																													
654.201445	3303.197561	500.468931	1792.986346	1645.641869	2805.380798	1239.286322	1014.169223	0	3299.079502	3465.045073	1194.90468																																																																													
1848.909843	2117.689999	695.56174	1279.448426	944.153737	1654.146514	1771.082012	862.31567	1194.90468	2193.774728	2272.830726	0																																																																													
0	3952.531205	1154.608192	2284.658831	124.921678	3905.43969	785.244161	2205.775121	3444.132236	2546.746369	4106.052463	273.394957	1039.764406	4145.513772	1343.393592	769.851641	1189.606786	1536.204516	327.65114	306.127513	3873.391716	3053.584302	654.201445	1863.289022	1223.720303	2614.246738	2432.82779	2254.332877	2135.430471	3930.237503	1762.497132	3946.075479	3409.353115	1411.459808	856.993834	1202.899484	473.487296	2915.590473	4119.072554	510.09083	4027.273612	1642.03369	1974.327228	916.134336	1754.501836	3955.609252	1848.909843	813.697697	476.256012	2037.592294	1629.119212	1919.55835	678.05522	463.170035	1720.551072	1647.271172	1910.637914	1304.293566	1436.584002	1745.195224	246.931176	3175.455442	161.130997	908.88951	3463.706474	1468.740589	1860.395582	3970.591616	1334.70226	222.190082	958.517065	85.276109	707.63593	2836.158342	252.430608	2579.163419	2247.499855	3865.275793	346.390968	1577.091953	3922.25381	288.757463	215.015023	976.786016	3102.494066	533.775628	2190.567498	415.40272	
3952.531205	0	2809.542896	2220.477262	3857.275528	186.549027	3191.909574	2009.766735	588.93532	1947.740371	471.475548	3737.227785	2919.006755	553.635783	3464.174301	3188.999548	2808.216655	2593.184878	3705.91486	4183.843414	1537.751204	1144.101387	3303.197561	2711.439396	2872.129476	1355.607484	1985.645336	1958.012664	1910.728786	1320.795575	2193.750278	42.768893	731.507369	2560.878977	3418.599791	3121.102338	3818.806041	1083.746562	532.269773	3444.54323	565.857862	2456.017118	2053.556639	3058.553325	3772.235794	322.028779	2117.689999	3146.223024	3541.86096	1934.490568	2467.487912	2589.302188	3602.412456	3681.42054	2622.938764	2319.858123	2050.26792	2695.36437	2982.214033	2384.47737	4154.430683	935.692523	4050.224394	3077.258402	1072.451433	3219.054795	2095.21341	1265.09531	2620.650871	3954.529765	3436.204296	3886.935813	3310.455885	1148.569063	3706.973221	1429.154852	2045.475649	572.45735	4134.907201	2391.634401	1486.070864	3749.496226	3832.385965	3029.132044	1488.811978	4277.807317	1923.741865	4051.759236	
1154.608192	2809.542896	0	1509.435758	1072.890804	2773.726461	382.831706	1285.195539	2325.178823	1685.322442	2951.453311	976.173458	263.190401	2991.08926	1388.014328	444.93765	138.313767	775.182491	960.007116	1374.308987	2788.039843	1997.532767	500.468931	1324.284099	634.74672	1462.330474	1566.703571	1320.657329	1107.818065	2819.256641	654.483171	2805.369382	2312.187071	416.946406	948.129669	942.243638	1149.637204	1804.95026	2964.580733	663.712249	2873.295455	569.073158	952.714584	402.71315	1912.828608	2801.958072	695.56174	340.910495	734.119679	944.877002	557.76896	1303.132842	1027.877882	995.358538	1081.450639	493.223688	759.94194	196.469713	1061.670286	889.557699	1345.635708	2021.82002	1241.903371	275.234873	2328.295064	1301.473489	745.30801	2853.550059	281.84768	1145.316215	1051.469807	1097.467263	644.345178	1721.309537	921.420609	1424.611248	1176.188242	2711.504606	1328.184205	527.319682	2829.439315	998.091723	1070.002893	471.157405	2001.335009	1481.14751	1062.774307	1255.415895	
