15																																																	
49																																																	
5																																																	
0.8																																																	
297	179	169	129	118	114	108	92	77	66	64	61	60	55	51	48	48	48	47	43	42	40	36	36	34	32	32	31	28	27	25	24	23	17	17	15	15	12	12	11	10	10	7	6	6	6	6	5	4	
173700	152700	108900	108600	57600	88800	99000	72600	144900	106800	116700	101850	115650	118500	74250																																			
3793.613849	369.671396	2186.214591	1280.223986	0	1086.905896	519.712514	693.377353	519.035074	985.318722	3721.126414	1687.793299	3194.423397	2373.990431	1410.970385																																			
2732.042894	1361.259917	1285.033545	1145.252211	1086.905896	0	568.356684	535.669989	1059.887811	814.63249	2780.749572	1046.386274	2110.447996	1299.821306	389.916971																																			
949.495285	3836.382298	2845.658718	3769.903488	3721.126414	2780.749572	3274.121643	3028.148357	3835.070557	3531.297572	0	3280.355779	1755.653895	1659.77744	2392.029074																																			
2907.553662	2051.799869	635.589925	655.994117	1687.793299	1046.386274	1291.676325	1482.984774	1304.107113	730.804556	3280.355779	0	2001.354966	1620.602381	1257.314861																																			
1434.774482	2604.147541	1234.876665	2132.648135	2373.990431	1299.821306	1862.961052	1725.711626	2336.001489	1934.787085	1659.77744	1620.602381	943.558079	0	969.531452																																			
0	3995.812398	2352.220627	3498.706888	3793.613849	2732.042894	3290.103795	3123.320287	3970.631175	3769.900764	3345.183602	3816.594345	4226.622466	3028.022723	2534.357317	2728.296079	3058.323041	949.495285	3857.850447	2443.086136	2907.553662	3239.799907	3169.402272	1011.845717	3641.520088	1434.774482	4104.830338	2148.185838	718.568147	2382.746529	2900.57968	2226.695366	2621.097017	3440.976779	851.973856	2127.726414	1410.529904	4287.22119	162.684958	4164.090325	711.714145	4206.056608	1179.559152	1869.815499	3935.418297	1915.73382	3816.534574	4065.093156	1449.56558	
3995.812398	0	2530.416921	1646.139156	369.671396	1361.259917	822.406322	878.480567	283.236818	868.095869	1354.82046	650.775207	230.915392	1080.33753	1613.925697	1269.327992	1326.499555	3836.382298	469.512494	1565.922262	2051.799869	1586.360294	1059.437562	3466.03237	1140.081767	2604.147541	135.828506	2189.063101	3897.69073	1635.264641	1843.325253	1879.355132	1830.921317	817.099572	3144.740731	1904.310673	2859.528147	376.774157	3833.212092	192.777734	3406.357723	217.15765	3025.66663	2137.648174	415.817777	2167.949475	498.135029	203.684063	2556.079552	
2352.220627	2530.416921	0	1291.375142	2186.214591	1285.033545	1716.68637	1810.151546	2350.416493	1878.076351	1312.665127	2030.615769	2726.36376	1489.126537	1050.548326	1602.191902	1209.315611	2845.658718	2162.260816	1677.976009	635.589925	1112.039283	1471.124017	1397.320874	1638.481029	1234.876665	2575.203671	574.321901	2737.103058	1306.881937	750.557001	988.95193	704.895406	1725.710586	1728.348952	1172.632508	970.058023	2905.508753	2229.461015	2722.447964	2200.25705	2675.385397	2189.088941	1580.402827	2249.404147	1852.952708	2118.059916	2697.129845	1361.462446	
3498.706888	1646.139156	1291.375142	0	1280.223986	1145.252211	1066.363127	1362.586566	1385.440297	793.361981	367.839625	1005.584797	1771.582115	1049.983634	1156.25853	1474.665474	676.593307	3769.903488	1182.938992	1785.848744	655.994117	283.966314	861.619428	2634.975551	510.413907	2132.648135	1629.773638	1352.825153	3723.625955	1492.516827	599.362864	1411.081726	892.237693	910.669913	2734.668418	1604.253362	2096.350974	2001.708772	3355.090966	1811.905519	3163.221	1708.096959	2980.993393	2090.287029	1254.199266	2304.125891	1149.618811	1847.487948	2190.005831	
3793.613849	369.671396	2186.214591	1280.223986	0	1086.905896	519.712514	693.377353	180.034582	519.035074	985.318722	309.469145	540.761063	790.202436	1326.571621	1082.96809	977.046714	3721.126414	148.676466	1422.211358	1687.793299	1217.237252	725.105891	3194.423397	778.690529	2373.990431	389.332428	1883.038067	3760.106917	1410.970385	1483.193454	1612.875917	1495.155427	460.935759	2942.640534	1670.829712	2586.52954	740.793651	3632.072178	550.340132	3244.337427	489.327897	2896.792755	1972.610867	170.608095	2047.534468	152.865089	567.976025	2344.17654	
2732.042894	1361.259917	1285.033545	1145.252211	1086.905896	0	568.356684	535.669989	1266.940421	1059.887811	814.63249	1085.036127	1584.031406	298.94369	257.363506	367.387064	473.172586	2780.749572	1132.11967	640.76082	1046.386274	879.152579	449.289236	2110.447996	1006.107682	1299.821306	1442.731986	842.314789	2781.055196	389.916971	831.154417	525.970719	611.434302	709.686965	1888.628861	608.139178	1502.584524	1715.259805	2572.523978	1550.618313	2237.614038	1547.708743	1957.346126	1017.289946	1213.361251	1189.725713	1089.422604	1492.462582	1288.767139	
3290.103795	822.406322	1716.68637	1066.363127	519.712514	568.356684	0	329.510864	699.595412	598.927958	703.944308	550.459534	1034.439802	270.550076	807.244266	633.682079	539.000781	3274.121643	567.759643	995.101391	1291.676325	898.832916	257.364318	2674.755438	687.311102	1862.961052	887.922502	1370.851797	3295.615187	911.622164	1070.267885	1094.033731	1013.144393	216.495477	2441.869034	1162.575932	2066.839824	1192.834422	3129.45417	1015.11628	2765.747676	992.457723	2445.964239	1505.801771	646.667571	1619.048927	526.58596	980.777659	1841.492481	
3123.320287	878.480567	1810.151546	1362.586566	693.377353	535.669989	329.510864	0	860.657445	918.164126	994.83787	832.413076	1108.897173	352.208441	791.175346	395.845733	751.679595	3028.148357	794.074804	729.173367	1482.984774	1161.379376	503.103866	2598.92144	1015.396264	1725.711626	981.997124	1375.649841	3067.236406	757.406786	1257.40796	1020.538974	1115.443737	543.908425	2271.414292	1027.223466	1995.892159	1207.111086	2960.96594	1057.74038	2555.363775	1084.18176	2203.429252	1282.330149	854.977272	1355.788331	762.027252	981.108358	1679.221936	
3769.900764	868.095869	1878.076351	793.361981	519.035074	1059.887811	598.927958	918.164126	596.431735	0	573.843023	217.408591	978.776735	790.834731	1235.650205	1222.883971	731.858733	3835.070557	398.622207	1585.298035	1304.107113	800.752475	610.639526	3050.90634	283.766449	2336.001489	839.132056	1701.581411	3840.553071	1444.539906	1131.846334	1543.423794	1248.246675	385.360997	2936.921859	1664.333525	2455.195692	1211.830508	3612.981788	1023.597781	3297.27499	914.954546	3008.516036	2064.689411	463.042846	2201.783743	372.274561	1071.706678	2340.691778	
